Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
01/11/2016,11,January,2016,19,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,21,14,35
01/11/2016,11,January,2016,19,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,18,12,30
01/12/2014,12,January,2014,19,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,41,28,69
01/12/2014,12,January,2014,19,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25
01/12/2016,12,January,2016,19,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,47,32,79
01/12/2016,12,January,2016,19,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,18,12,30
03/17/2014,17,March,2014,19,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,71,48,119
03/17/2016,17,March,2016,19,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,77,52,129
04/02/2014,2,April,2014,19,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,44,30,74
04/02/2014,2,April,2014,19,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,6,4,10
04/02/2016,2,April,2016,19,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,38,26,64
04/02/2016,2,April,2016,19,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
09/09/2013,9,September,2013,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,7,4,10,27,28,55
09/09/2015,9,September,2015,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,7,4,10,27,28,55
10/08/2013,8,October,2013,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,53,56,109
10/08/2015,8,October,2015,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,57,60,117
12/26/2013,26,December,2013,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,57,60,117
12/26/2013,26,December,2013,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10,11,12,23
12/26/2015,26,December,2015,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,61,64,125
12/26/2015,26,December,2015,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,4,4,8
01/20/2014,20,January,2014,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,68,72,140
01/20/2014,20,January,2014,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,19,20,39
01/20/2016,20,January,2016,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,61,64,125
01/20/2016,20,January,2016,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,8,8,16
04/02/2014,2,April,2014,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10,87,92,179
04/02/2014,2,April,2014,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,6,4,10,23,24,47
04/02/2016,2,April,2016,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,25,4,10,95,100,195
04/02/2016,2,April,2016,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,30,32,62
04/23/2014,23,April,2014,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,61,64,125
04/23/2014,23,April,2014,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,4,4,8
04/23/2016,23,April,2016,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,61,64,125
04/23/2016,23,April,2016,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,4,4,8
05/05/2014,5,May,2014,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,30,32,62
05/05/2016,5,May,2016,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,30,32,62
06/07/2014,7,June,2014,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,65,68,133
06/07/2014,7,June,2014,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,61,64,125
06/07/2016,7,June,2016,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,61,64,125
06/07/2016,7,June,2016,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,61,64,125
07/21/2014,21,July,2014,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10,87,92,179
07/21/2016,21,July,2016,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,24,4,10,91,96,187
08/16/2013,16,August,2013,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,32,34,66
08/16/2013,16,August,2013,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,25,26,51
08/16/2015,16,August,2015,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,32,34,66
08/16/2015,16,August,2015,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,21,22,43
01/20/2014,20,January,2014,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,48,50,98
01/20/2014,20,January,2014,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,25,26,51
01/20/2016,20,January,2016,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,46,48,94
01/20/2016,20,January,2016,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,25,26,51
02/15/2014,15,February,2014,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,40,42,82
02/15/2014,15,February,2014,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,17,18,35
02/15/2016,15,February,2016,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,42,44,86
02/15/2016,15,February,2016,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,11,12,23
03/07/2014,7,March,2014,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,27,28,55
03/07/2016,7,March,2016,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,21,22,43
03/21/2014,21,March,2014,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,25,26,51
03/21/2014,21,March,2014,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,13,14,27
03/21/2016,21,March,2016,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,19,20,39
03/21/2016,21,March,2016,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,13,14,27
03/29/2014,29,March,2014,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,30,32,62
03/29/2014,29,March,2014,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,40,42,82
03/29/2016,29,March,2016,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,32,34,66
03/29/2016,29,March,2016,24,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,42,44,86
10/22/2013,22,October,2013,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,59,50,109
10/22/2013,22,October,2013,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,54,46,100
10/22/2015,22,October,2015,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,54,46,100
10/22/2015,22,October,2015,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,56,48,104
01/12/2014,12,January,2014,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,40,34,74
01/12/2014,12,January,2014,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,71,60,131
01/12/2016,12,January,2016,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,42,36,78
01/12/2016,12,January,2016,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,32,2,5,75,64,139
02/18/2014,18,February,2014,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,16,14,30
02/18/2014,18,February,2014,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,42,36,78
02/18/2016,18,February,2016,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,19,16,35
02/18/2016,18,February,2016,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
02/24/2014,24,February,2014,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,52,44,96
02/24/2014,24,February,2014,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
02/24/2016,24,February,2016,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,52,44,96
02/24/2016,24,February,2016,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,19,16,35
05/29/2014,29,May,2014,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57
05/29/2016,29,May,2016,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,33,28,61
11/12/2013,12,November,2013,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,117,120,237
11/12/2013,12,November,2013,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,7,4,10,27,28,55
11/12/2015,12,November,2015,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,28,4,10,109,112,221
11/12/2015,12,November,2015,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,6,4,10,23,24,47
03/07/2014,7,March,2014,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,27,4,10,105,108,213
03/07/2016,7,March,2016,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,101,104,205
06/03/2014,3,June,2014,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,19,4,10,74,76,150
06/03/2014,3,June,2014,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,47,48,95
06/03/2016,3,June,2016,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,70,72,142
06/03/2016,3,June,2016,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,55,56,111
06/10/2014,10,June,2014,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,29,4,10,113,116,229
06/10/2014,10,June,2014,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,21,4,10,82,84,166
06/10/2016,10,June,2016,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,31,4,10,121,124,245
06/10/2016,10,June,2016,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,19,4,10,74,76,150
06/16/2014,16,June,2014,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,62,64,126
06/16/2014,16,June,2014,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,7,4,10,27,28,55
06/16/2016,16,June,2016,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,59,60,119
06/16/2016,16,June,2016,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,4,4,10,16,16,32
07/14/2014,14,July,2014,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,4,4,10,16,16,32
07/14/2014,14,July,2014,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,47,48,95
07/14/2016,14,July,2016,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,4,4,10,16,16,32
07/14/2016,14,July,2016,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,11,4,10,43,44,87
08/09/2013,9,August,2013,31,Young Adults (25-34),M,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,23,22,45
08/09/2013,9,August,2013,31,Young Adults (25-34),M,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,23,22,45
08/09/2015,9,August,2015,31,Young Adults (25-34),M,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,21,20,41
08/09/2015,9,August,2015,31,Young Adults (25-34),M,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,16,16,32
02/20/2014,20,February,2014,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,7,6,13
02/20/2014,20,February,2014,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,13,12,25
02/20/2016,20,February,2016,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
02/20/2016,20,February,2016,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
03/11/2014,11,March,2014,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,57,52,109
03/11/2014,11,March,2014,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,11,10,21
03/11/2016,11,March,2016,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,59,54,113
03/11/2016,11,March,2016,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,7,6,13
05/02/2014,2,May,2014,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,44,40,84
05/02/2016,2,May,2016,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,37,34,71
09/09/2013,9,September,2013,55,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,13,3,9,63,39,102
09/09/2013,9,September,2013,55,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,23,3,9,111,69,180
09/09/2015,9,September,2015,55,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,58,36,94
09/09/2015,9,September,2015,55,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,23,3,9,111,69,180
09/30/2013,30,September,2013,55,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,30,3,9,145,90,235
09/30/2013,30,September,2013,55,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,82,51,133
09/30/2015,30,September,2015,55,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,140,87,227
09/30/2015,30,September,2015,55,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,87,54,141
02/02/2014,2,February,2014,55,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,82,51,133
02/02/2014,2,February,2014,55,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,19,3,9,92,57,149
02/02/2016,2,February,2016,55,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,16,3,9,77,48,125
02/02/2016,2,February,2016,55,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,97,60,157
06/21/2014,21,June,2014,55,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,19,3,9,92,57,149
06/21/2014,21,June,2014,55,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,16,3,9,77,48,125
06/21/2016,21,June,2016,55,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,19,3,9,92,57,149
06/21/2016,21,June,2016,55,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,14,3,9,68,42,110
09/17/2013,17,September,2013,54,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,35,30,65
09/17/2013,17,September,2013,54,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122
09/17/2015,17,September,2015,54,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,33,28,61
09/17/2015,17,September,2015,54,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,63,54,117
01/09/2014,9,January,2014,54,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,33,28,61
01/09/2014,9,January,2014,54,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22
01/09/2016,9,January,2016,54,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,33,28,61
01/09/2016,9,January,2016,54,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,16,14,30
03/01/2014,1,March,2014,54,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,68,58,126
03/01/2014,1,March,2014,54,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,54,46,100
03/01/2016,1,March,2016,54,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,31,2,5,73,62,135
03/01/2016,1,March,2016,54,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,54,46,100
03/11/2014,11,March,2014,54,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122
03/11/2014,11,March,2014,54,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113
03/11/2016,11,March,2016,54,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,59,50,109
03/11/2016,11,March,2016,54,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,63,54,117
08/18/2013,18,August,2013,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,11,3,9,62,33,95
08/18/2013,18,August,2013,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,24,3,9,135,72,207
08/18/2015,18,August,2015,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,56,30,86
08/18/2015,18,August,2015,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,26,3,9,147,78,225
10/03/2013,3,October,2013,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,102,54,156
10/03/2013,3,October,2013,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,124,66,190
10/03/2015,3,October,2015,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,113,60,173
10/03/2015,3,October,2015,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,124,66,190
10/21/2013,21,October,2013,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,85,45,130
10/21/2013,21,October,2013,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,28,3,9,158,84,242
10/21/2015,21,October,2015,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,85,45,130
10/21/2015,21,October,2015,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,27,3,9,152,81,233
12/03/2013,3,December,2013,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,23,3,9,130,69,199
12/03/2015,3,December,2015,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,23,3,9,130,69,199
12/08/2013,8,December,2013,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,45,24,69
12/08/2015,8,December,2015,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,6,3,9,34,18,52
12/17/2013,17,December,2013,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,26,3,9,147,78,225
12/17/2013,17,December,2013,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,102,54,156
12/17/2015,17,December,2015,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,24,3,9,135,72,207
12/17/2015,17,December,2015,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,102,54,156
12/19/2013,19,December,2013,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,164,87,251
12/19/2015,19,December,2015,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,164,87,251
02/05/2014,5,February,2014,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,124,66,190
02/05/2014,5,February,2014,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,3,3,9,17,9,26
02/05/2016,5,February,2016,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,118,63,181
02/05/2016,5,February,2016,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,23,12,35
02/11/2014,11,February,2014,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,6,3,9,34,18,52
02/11/2014,11,February,2014,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,28,15,43
02/11/2016,11,February,2016,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,45,24,69
02/11/2016,11,February,2016,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,28,15,43
02/15/2014,15,February,2014,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,68,36,104
02/15/2014,15,February,2014,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,11,3,9,62,33,95
02/15/2016,15,February,2016,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,56,30,86
02/15/2016,15,February,2016,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,45,24,69
02/23/2014,23,February,2014,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,23,12,35
02/23/2016,23,February,2016,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,6,3,9,34,18,52
03/24/2014,24,March,2014,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,28,15,43
03/24/2014,24,March,2014,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,24,3,9,135,72,207
03/24/2016,24,March,2016,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,6,3,9,34,18,52
03/24/2016,24,March,2016,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,23,3,9,130,69,199
04/18/2014,18,April,2014,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,26,3,9,147,78,225
04/18/2014,18,April,2014,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,113,60,173
